mother_i,mother_j,subcontacts,force_sum_N,force_max_N,overlap_max_m
35,66,1,1.1033549104722559e-07,1.1033549104722559e-07,3.3991e-08
35,75,1,4.387686652143701e-06,4.387686652143701e-06,4.15768e-07
36,54,2,5.369946446292542e-06,2.9540642878897356e-06,3.19742e-07
37,39,1,2.3584554160513615e-06,2.3584554160513615e-06,2.75674e-07
38,53,3,1.4720388274160885e-05,8.773447145405789e-06,6.62131e-07
38,62,1,4.782801472919369e-06,4.782801472919369e-06,4.40179e-07
38,81,2,3.82443158783206e-06,2.6805235718569984e-06,2.9935e-07
39,88,3,8.357386301669667e-06,4.681082870583365e-06,4.35303e-07
40,43,3,3.6100074314966736e-06,2.1646303265973616e-06,2.59304e-07
40,49,1,3.6238435337359698e-06,3.6238435337359698e-06,3.66049e-07
40,83,2,7.810700663614808e-06,7.73329417249643e-06,6.06942e-07
40,92,1,5.864555147272467e-06,5.864555147272467e-06,5.06915e-07
41,74,2,9.320872177646424e-06,6.008315473758015e-06,5.12664e-07
42,69,2,1.9039076926601636e-06,1.2805907149850805e-06,1.81491e-07
42,74,2,1.8614713487990957e-05,1.13856672370057e-05,7.87096e-07
42,84,1,3.445992381216186e-06,3.445992381216186e-06,3.52955e-07
42,91,1,1.3980813840640465e-06,1.3980813840640465e-06,1.91784e-07
43,61,4,6.7673166721327046e-06,2.6777656157373074e-06,2.98193e-07
44,49,2,9.88801641272554e-06,5.265685822587595e-06,4.70144e-07
44,73,2,5.646926681447741e-06,3.6620003731430726e-06,3.69584e-07
45,47,3,9.670524794354402e-06,4.5576611652579e-06,4.27952e-07
46,53,1,4.239186815298425e-06,4.239186815298425e-06,4.06534e-07
46,77,1,5.8568402476895335e-06,5.8568402476895335e-06,5.0542e-07
46,99,1,4.801969261979922e-06,4.801969261979922e-06,4.43589e-07
47,64,1,5.919726302456896e-06,5.919726302456896e-06,5.09773e-07
47,88,1,5.9130790653249345e-06,5.9130790653249345e-06,5.07946e-07
47,94,2,3.5804818124722145e-06,3.4306193296546327e-06,3.52994e-07
48,49,2,2.6957098045603816e-06,1.5348085859728567e-06,2.06353e-07
48,50,1,3.163900251860194e-06,3.163900251860194e-06,3.35219e-07
48,53,2,1.2504262633164784e-05,1.1276976379731626e-05,7.81558e-07
48,60,1,9.854534795252183e-06,9.854534795252183e-06,7.14383e-07
48,62,1,1.1604876704822374e-06,1.1604876704822374e-06,1.71362e-07
48,98,1,1.9067602215173778e-06,1.9067602215173778e-06,2.39557e-07
49,62,2,7.462382254113808e-06,5.191579247155917e-06,4.66993e-07
50,92,2,4.062795587695089e-06,2.6500981725958754e-06,2.98495e-07
50,93,1,4.8860109757347045e-06,4.8860109757347045e-06,4.48199e-07
51,67,1,3.1179293119152013e-06,3.1179293119152013e-06,3.31063e-07
51,94,1,1.7317978868257117e-06,1.7317978868257117e-06,2.24058e-07
52,80,2,6.103784235444644e-06,3.05560904338235e-06,3.27149e-07
54,87,1,4.858446260217869e-06,4.858446260217869e-06,4.45707e-07
56,63,4,6.905846434914601e-06,3.621526079816767e-06,3.66975e-07
56,67,2,6.942358299739828e-06,5.9632870160004875e-06,5.12029e-07
56,79,1,1.8205521063957494e-06,1.8205521063957494e-06,2.31249e-07
58,59,1,1.3394209578732147e-06,1.3394209578732147e-06,1.88041e-07
58,60,2,1.2835928156560152e-05,6.509146007995212e-06,5.42446e-07
58,67,1,7.017528646354231e-06,7.017528646354231e-06,5.69752e-07
58,70,1,1.7491682361476295e-06,1.7491682361476295e-06,2.25965e-07
59,66,2,1.6436968061753893e-06,1.0331118607122293e-06,1.59733e-07
60,93,2,8.454936527310913e-06,6.376928651579928e-06,5.35225e-07
61,86,1,8.322810589536446e-06,8.322810589536446e-06,4.76841e-07
63,89,2,2.9277592637039054e-06,2.2280957022538327e-06,2.66107e-07
64,76,2,5.8424880330928565e-06,3.85354803720208e-06,3.82321e-07
64,88,1,7.745416146063425e-07,7.745416146063425e-07,1.31123e-07
64,90,2,3.370706201575211e-06,2.3904101096958237e-06,2.78034e-07
64,91,2,5.80823276305593e-06,3.3700146920302885e-06,3.48379e-07
65,93,1,1.5214227974645967e-06,1.5214227974645967e-06,2.05115e-07
66,67,1,8.178958841395156e-06,8.178958841395156e-06,6.31993e-07
66,79,1,2.1631489724031956e-06,2.1631489724031956e-06,2.59946e-07
66,83,4,1.392152926494111e-05,6.058862386652217e-06,5.15464e-07
68,72,3,6.649696277087385e-06,2.5617758657566043e-06,2.90373e-07
68,91,2,1.0106716768637019e-05,5.720697899760571e-06,4.97547e-07
69,100,1,1.685849956619509e-06,1.685849956619509e-06,2.20367e-07
70,82,2,3.084307523827247e-06,2.2386554513370295e-06,2.66651e-07
71,85,3,2.7619447219579562e-06,1.4445432936115139e-06,1.99271e-07
72,84,1,1.289728658558846e-06,1.289728658558846e-06,1.84242e-07
72,90,3,4.525424748012824e-06,1.5522422752743852e-06,2.08561e-07
74,82,1,1.0833588603147205e-06,1.0833588603147205e-06,1.63548e-07
74,93,2,8.886890288231154e-06,6.59338031916103e-06,5.45253e-07
74,100,1,3.5535314671962595e-06,3.5535314671962595e-06,3.61988e-07
75,78,2,1.376616928721437e-05,7.502597983325509e-06,4.62752e-07
75,89,1,2.7456202182384947e-06,2.7456202182384947e-06,3.04774e-07
77,85,1,1.6505616185862313e-06,1.6505616185862313e-06,2.18962e-07
77,87,1,4.639315470303782e-06,4.639315470303782e-06,4.31981e-07
77,98,2,4.069163455339479e-06,2.518220101088267e-06,2.87337e-07
78,96,1,6.153318581327965e-06,6.153318581327965e-06,3.95394e-07
81,97,1,1.8053292269724654e-06,1.8053292269724654e-06,2.30464e-07
82,91,1,3.3739005803409502e-06,3.3739005803409502e-06,3.49883e-07
83,96,2,5.319360286434189e-06,4.332716593487393e-06,4.11773e-07
86,92,2,1.3022997791378411e-05,1.2905421688247503e-05,7.47165e-07
87,93,2,5.036813788727129e-06,4.0556869376839235e-06,3.95467e-07
87,95,1,1.0357075653778918e-06,1.0357075653778918e-06,1.58672e-07
92,97,1,2.1984479709388167e-06,2.1984479709388167e-06,2.62521e-07
93,95,2,2.1144037701009243e-06,1.9269183531506987e-06,2.40868e-07
93,98,1,2.1660023601095173e-06,2.1660023601095173e-06,2.60249e-07
95,100,1,4.4343182346105924e-07,4.4343182346105924e-07,8.97091e-08
97,98,2,3.318662230138971e-06,2.8924042982550003e-06,3.15959e-07
