pebble_id,proxy_atom_id,x,y,z,radius,source_timestep
357,588,-0.000748052,-0.00271776,0.00290167,0.0005,350000
358,104,-0.00150224,-0.0033741,0.00291387,0.0005,350000
359,664,0.000593289,-0.000743936,0.00291975,0.0005,350000
360,334,-0.00357592,0.000888272,0.00292774,0.0005,350000
361,123,-0.0013159,0.00246258,0.00292904,0.0005,350000
362,305,0.0040376,0.00165156,0.00294085,0.0005,350000
363,235,0.00395937,-0.0015337,0.00294208,0.0005,350000
364,115,-0.000324213,0.00233575,0.00294687,0.0005,350000
365,723,0.0028186,0.00438158,0.00294903,0.0005,350000
366,687,0.0013908,-0.00134612,0.0029518,0.0005,350000
367,830,-0.00131326,0.00410368,0.00295786,0.0005,350000
368,779,-0.0050003,-0.00500015,0.002971,0.0005,350000
369,175,-0.00392873,0.00183638,0.00297326,0.0005,350000
370,313,-0.00219104,-0.00133247,0.00297411,0.0005,350000
371,222,0.00404926,0.00275426,0.00298789,0.0005,350000
372,148,-0.00407211,-0.00387013,0.00298957,0.0005,350000
373,592,-0.00144733,-0.00066434,0.00299359,0.0005,350000
374,494,0.0024038,0.00162536,0.00300895,0.0005,350000
375,473,-0.00280088,0.00341082,0.00301774,0.0005,350000
376,271,-0.00500015,0.00425238,0.00301794,0.0005,350000
377,76,0.00500034,-0.00410075,0.0030245,0.0005,350000
378,560,3.53096e-05,0.00355313,0.00302538,0.0005,350000
379,135,0.00308953,0.000593363,0.00304326,0.0005,350000
380,310,0.00105412,0.00500033,0.00304355,0.0005,350000
381,185,0.000666301,0.00277812,0.00304959,0.0005,350000
382,163,0.0014995,-0.000342968,0.00305279,0.0005,350000
383,290,0.00209038,0.000573397,0.00307517,0.0005,350000
384,168,-0.00315722,-0.00347648,0.00307525,0.0005,350000
385,325,-0.00233222,0.00193148,0.00308765,0.0005,350000
386,438,-0.00215158,0.000798958,0.00309254,0.0005,350000
387,352,-0.000396474,-0.0014683,0.00310392,0.0005,350000
388,370,2.78493e-05,-0.00438356,0.00310975,0.0005,350000
389,99,0.00310894,-0.00278051,0.00311008,0.0005,350000
390,536,0.0028298,-0.00460819,0.00311317,0.0005,350000
391,176,-0.00440379,-0.00266728,0.00311348,0.0005,350000
392,527,0.00205152,0.00500029,0.00311689,0.0005,350000
393,411,-0.00172424,0.0050001,0.00312376,0.0005,350000
394,217,0.00491232,-0.00306526,0.00312657,0.0005,350000
395,789,0.00500008,0.000751155,0.00312769,0.0005,350000
396,382,0.00301393,-0.00126724,0.00312882,0.0005,350000
397,741,-0.000758464,-0.00500037,0.00313411,0.0005,350000
398,799,-0.00151648,-0.00434886,0.00313489,0.0005,350000
399,179,-0.00143544,0.001494,0.00315174,0.0005,350000
400,478,0.000892721,-0.00315754,0.00315758,0.0005,350000
401,777,0.00130239,0.00178816,0.00316692,0.0005,350000
402,562,-0.00233567,-0.00288406,0.00316811,0.0005,350000
403,577,-0.00499641,-0.00185162,0.00318429,0.0005,350000
404,261,-0.00452915,0.00260287,0.00320086,0.0005,350000
405,100,-0.00354504,0.00277701,0.00322728,0.0005,350000
406,154,-0.00160537,-0.00210053,0.00323254,0.0005,350000
407,398,-0.00363904,-0.00190276,0.00325499,0.0005,350000
408,557,0.00403251,-0.00402415,0.00326251,0.0005,350000
409,226,0.00326542,0.00219857,0.00326398,0.0005,350000
410,295,0.00194812,-0.00415882,0.00326428,0.0005,350000
411,668,8.57889e-05,0.00500018,0.0032927,0.0005,350000
412,189,-0.00185268,0.00326475,0.00329852,0.0005,350000
413,262,0.00261428,-0.000248237,0.00329921,0.0005,350000
414,276,0.00143006,0.00337249,0.00330107,0.0005,350000
415,462,0.00382302,-0.00500031,0.00331129,0.0005,350000
