pebble_id,intact_internal_bonds,initial_internal_bonds,final_broken_internal_bonds,initial_x,initial_y,initial_z
341,5876,5876,0,0.00157657,0.00419797,0.00275621
342,5876,5876,0,0.00375796,0.00408785,0.00277316
343,5876,5876,0,-0.00315899,-0.00115387,0.00279872
344,5876,5876,0,0.00500027,0.00302489,0.00281249
345,5876,5876,0,7.55373e-05,0.000123785,0.00282357
346,5876,5876,0,-0.00237148,0.00429501,0.00283488
347,5876,5876,0,0.00116041,0.0008543,0.00283979
348,5876,5876,0,-0.00500008,-0.000506145,0.00284457
349,5876,5876,0,0.00229192,-0.00329274,0.00284588
350,5876,5876,0,-2.63175e-05,-0.0034084,0.00285384
351,5876,5876,0,-0.00500005,0.00178467,0.0028578
352,5876,5876,0,0.00424781,-0.000580104,0.00285828
353,5876,5876,0,0.00409635,0.000408919,0.00287109
354,5876,5876,0,-0.00500027,-0.00351417,0.00288379
355,5876,5876,0,-0.00415418,0.00500041,0.00288838
356,5876,5876,0,0.00224494,-0.00186321,0.00289825
357,5876,5876,0,-0.000748052,-0.00271776,0.00290167
358,5876,5876,0,-0.00150224,-0.0033741,0.00291387
359,5876,5876,0,0.000593289,-0.000743936,0.00291975
360,5876,5876,0,-0.00357592,0.000888272,0.00292774
361,5876,5876,0,-0.0013159,0.00246258,0.00292904
362,5876,5876,0,0.0040376,0.00165156,0.00294085
363,5876,5876,0,0.00395937,-0.0015337,0.00294208
364,5876,5876,0,-0.000324213,0.00233575,0.00294687
365,5876,5876,0,0.0028186,0.00438158,0.00294903
366,5876,5876,0,0.0013908,-0.00134612,0.0029518
367,5876,5876,0,-0.00131326,0.00410368,0.00295786
368,5876,5876,0,-0.0050003,-0.00500015,0.002971
369,5876,5876,0,-0.00392873,0.00183638,0.00297326
370,5876,5876,0,-0.00219104,-0.00133247,0.00297411
371,5876,5876,0,0.00404926,0.00275426,0.00298789
372,5876,5876,0,-0.00407211,-0.00387013,0.00298957
373,5876,5876,0,-0.00144733,-0.00066434,0.00299359
374,5876,5876,0,0.0024038,0.00162536,0.00300895
375,5876,5876,0,-0.00280088,0.00341082,0.00301774
376,5876,5876,0,-0.00500015,0.00425238,0.00301794
377,5876,5876,0,0.00500034,-0.00410075,0.0030245
378,5876,5876,0,3.53096e-05,0.00355313,0.00302538
379,5876,5876,0,0.00308953,0.000593363,0.00304326
380,5876,5876,0,0.00105412,0.00500033,0.00304355
381,5876,5876,0,0.000666301,0.00277812,0.00304959
382,5876,5876,0,0.0014995,-0.000342968,0.00305279
383,5876,5876,0,0.00209038,0.000573397,0.00307517
384,5876,5876,0,-0.00315722,-0.00347648,0.00307525
385,5876,5876,0,-0.00233222,0.00193148,0.00308765
386,5876,5876,0,-0.00215158,0.000798958,0.00309254
387,5876,5876,0,-0.000396474,-0.0014683,0.00310392
388,5876,5876,0,2.78493e-05,-0.00438356,0.00310975
389,5876,5876,0,0.00310894,-0.00278051,0.00311008
390,5876,5876,0,0.0028298,-0.00460819,0.00311317
391,5876,5876,0,-0.00440379,-0.00266728,0.00311348
392,5876,5876,0,0.00205152,0.00500029,0.00311689
393,5876,5876,0,-0.00172424,0.0050001,0.00312376
394,5876,5876,0,0.00491232,-0.00306526,0.00312657
395,5876,5876,0,0.00500008,0.000751155,0.00312769
396,5876,5876,0,0.00301393,-0.00126724,0.00312882
397,5876,5876,0,-0.000758464,-0.00500037,0.00313411
398,5876,5876,0,-0.00151648,-0.00434886,0.00313489
399,5876,5876,0,-0.00143544,0.001494,0.00315174
400,5876,5876,0,0.000892721,-0.00315754,0.00315758
401,5876,5876,0,0.00130239,0.00178816,0.00316692
402,5876,5876,0,-0.00233567,-0.00288406,0.00316811
403,5876,5876,0,-0.00499641,-0.00185162,0.00318429
404,5876,5876,0,-0.00452915,0.00260287,0.00320086
405,5876,5876,0,-0.00354504,0.00277701,0.00322728
406,5876,5876,0,-0.00160537,-0.00210053,0.00323254
407,5876,5876,0,-0.00363904,-0.00190276,0.00325499
408,5876,5876,0,0.00403251,-0.00402415,0.00326251
409,5876,5876,0,0.00326542,0.00219857,0.00326398
410,5876,5876,0,0.00194812,-0.00415882,0.00326428
411,5876,5876,0,8.57889e-05,0.00500018,0.0032927
412,5876,5876,0,-0.00185268,0.00326475,0.00329852
413,5876,5876,0,0.00261428,-0.000248237,0.00329921
414,5876,5876,0,0.00143006,0.00337249,0.00330107
415,5876,5876,0,0.00382302,-0.00500031,0.00331129
416,5876,5876,0,0.00400463,0.00500011,0.00331165
417,5876,5876,0,-0.00373222,0.00375535,0.00331379
418,5876,5876,0,0.000295338,0.000965649,0.00332842
419,5876,5876,0,-0.00293148,0.000229928,0.00335203
420,5876,5876,0,0.00316092,0.00353338,0.00335279
421,5876,5876,0,-0.000538095,-0.000459227,0.0033556
422,5876,5876,0,-0.00085512,0.0032434,0.00335851
423,5876,5876,0,-0.00328362,0.00500003,0.00338034
424,5876,5876,0,0.00412958,-0.00241196,0.00338843
425,5876,5876,0,0.000113036,-0.00257543,0.00338892
426,5876,5876,0,0.0050001,0.00497466,0.00340215
427,5876,5876,0,0.000767471,0.00411524,0.00340937
428,5876,5876,0,-0.000608739,0.00054339,0.00344088
429,5876,5876,0,-0.00415169,-0.0047586,0.00344101
430,5876,5876,0,0.00156891,-0.00235685,0.00344958
431,5876,5876,0,-0.00473401,0.00102549,0.00345173
432,5876,5876,0,0.000929462,-0.00412797,0.00345828
433,5876,5876,0,-0.0023106,-0.00383877,0.00346416
434,5876,5876,0,0.00500016,-0.000187198,0.00347297
435,5876,5876,0,0.00496065,-0.00499672,0.00347618
436,5876,5876,0,0.0048343,0.00230723,0.0034885
437,5876,5876,0,-0.00220469,-0.00500001,0.00351179
438,5876,5876,0,0.00500019,0.00387016,0.00351266
439,5876,5876,0,0.00202786,0.00260014,0.00351532
440,5876,5876,0,-0.00407279,-0.000459527,0.00352378
441,5876,5876,0,-0.00314708,0.00155959,0.00353213
442,5876,5876,0,0.00500013,-0.00194109,0.00353299
443,5876,5876,0,0.000386804,0.00194966,0.00353444
444,5876,5876,0,0.00141205,-0.00500003,0.00353889
445,5876,5876,0,0.00073716,-0.00181072,0.00354847
446,5876,5876,0,-0.000521668,0.00153292,0.00355533
447,5876,5876,0,-0.000528926,0.00416082,0.00358626
448,5876,5876,0,-0.00465976,0.00351165,0.00359689
449,5876,5876,0,-0.00197311,-6.56603e-05,0.00359754
450,5876,5876,0,0.00358017,-0.000592937,0.00360257
451,5876,5876,0,-0.000570473,-0.00376148,0.0036146
452,5876,5876,0,-0.00319856,-0.00500021,0.00362147
453,5876,5876,0,0.0021427,-0.00106889,0.00362173
454,5876,5876,0,0.00200926,0.00415579,0.0036565
455,5876,5876,0,0.00448036,-0.0010997,0.00368014
456,5876,5876,0,-0.00266099,0.00266604,0.00368071
457,5876,5876,0,-0.00248799,-0.00197076,0.00368414
458,5876,5876,0,-0.0031881,-0.00268467,0.00368497
459,5876,5876,0,0.0033675,0.00130117,0.00369216
460,5876,5876,0,0.00113602,0.000333495,0.0036928
461,5876,5876,0,0.00404975,0.00409275,0.00372955
462,5876,5876,0,0.00283811,0.00500023,0.00373413
463,5876,5876,0,0.00264925,-0.00217365,0.00375842
464,5876,5876,0,0.00167148,-0.00333508,0.00375907
465,5876,5876,0,-3.3934e-05,0.00283887,0.00376064
466,5876,5876,0,-0.00119813,-0.0029506,0.00376688
467,5876,5876,0,0.00435347,0.0011568,0.00377341
468,5876,5876,0,-0.00335015,-0.00110157,0.00377868
469,5876,5876,0,-0.00410412,0.00455647,0.00378247
470,5876,5876,0,-0.00432914,-0.00140906,0.00378335
