pebble_id,intact_internal_bonds,initial_internal_bonds,final_broken_internal_bonds,initial_x,initial_y,initial_z
950,5876,5876,0,-0.000878242,0.000733751,0.00753534
951,5876,5876,0,-0.0022327,-0.000373968,0.00753742
952,5876,5876,0,0.000670474,0.00284353,0.00756166
953,5876,5876,0,-0.000324741,0.00293883,0.00757576
954,5876,5876,0,0.00305032,-0.00196882,0.00757629
955,5876,5876,0,0.00165592,0.00416909,0.00757669
956,5876,5876,0,-0.0042399,0.000878589,0.00757737
957,5876,5876,0,0.0034926,0.00164068,0.0075825
958,5876,5876,0,0.000711106,0.00384218,0.00759135
959,5876,5876,0,0.00184697,0.000140643,0.00759245
960,5876,5876,0,-0.00353968,0.0035192,0.00761489
961,5876,5876,0,0.00145199,-0.000999994,0.00762449
962,5876,5876,0,-0.000940207,-0.00399235,0.00764139
963,5876,5876,0,0.00244654,-0.00116685,0.00765241
964,5876,5876,0,0.00418771,0.00415187,0.00766665
965,5876,5876,0,0.00189679,0.00177451,0.00766853
966,5876,5876,0,-0.00275603,-0.00121404,0.00767996
967,5876,5876,0,0.00355157,0.000271183,0.00768173
968,5876,5876,0,-0.00107551,-0.00300275,0.00768994
969,5876,5876,0,-0.0025747,0.00482489,0.00769479
970,5876,5876,0,-0.00201022,0.00290714,0.00770095
971,5876,5876,0,-0.00402182,0.00252056,0.00770175
972,5876,5876,0,-0.0046957,-0.000826687,0.00770706
973,5876,5876,0,-0.00442295,0.00397709,0.00771529
974,5876,5876,0,0.00027588,-0.00147472,0.00774014
975,5876,5876,0,-0.00218589,-0.00293693,0.00776409
976,5876,5876,0,0.00159361,0.00316671,0.00776931
977,5876,5876,0,0.00500002,0.00357946,0.0077783
978,5876,5876,0,0.00245128,0.00483838,0.00779528
979,5876,5876,0,-0.00500009,0.00235496,0.00782619
980,5876,5876,0,0.000362212,-0.000325948,0.00783029
981,5876,5876,0,-0.000756807,0.00412057,0.00783212
982,5876,5876,0,-0.00312179,-0.00327802,0.00785184
983,5876,5876,0,-0.00116871,-0.00193871,0.00785998
984,5876,5876,0,0.00176401,-0.00266521,0.00790452
985,5876,5876,0,0.00254763,0.00249377,0.00791137
986,5876,5876,0,0.00108323,-0.00354918,0.00791672
987,5876,5876,0,0.00441043,0.00178996,0.00795031
988,5876,5876,0,-0.00194397,0.00194223,0.00795482
989,5876,5876,0,0.00449629,0.000155184,0.00798826
990,5876,5876,0,0.00131163,0.00103511,0.00800137
991,5876,5876,0,-0.00135473,-0.000452551,0.00800962
992,5876,5876,0,0.00113663,-0.00189602,0.00802562
993,5876,5876,0,-0.00059467,-0.0011104,0.00807071
994,5876,5876,0,-0.00114083,0.00322983,0.00807498
995,5876,5876,0,-0.000874159,0.00157322,0.00807864
996,5876,5876,0,0.000144815,0.00217035,0.00808161
997,5876,5876,0,0.000331063,0.00118877,0.00812304
998,5876,5876,0,0.00202192,-0.000539053,0.00830468
999,5876,5876,0,0.00022628,0.00334006,0.00830738
1000,5823,5876,53,0.00083509,-0.000988262,0.00841137
