pebble_id,initial_x,initial_y,initial_z,initial_radius_xy,height_bin,event_count,total_new_broken_bonds,first_event_timestep,first_event_top_displacement_mm,first_event_force_N,last_event_top_displacement_mm
307,-0.000255686,-0.00281506,0.00248297,0.0028266478617252626,3,0,0,,,,
308,-0.00292903,5.51084e-05,0.00248701,0.0029295483741782723,3,0,0,,,,
309,0.00368282,0.00241262,0.00248865,0.004402714891609494,3,0,0,,,,
310,-0.00402986,-0.00260058,0.00249082,0.004796122179010872,3,0,0,,,,
311,0.000195805,0.000879175,0.00252103,0.0009007154260086813,3,0,0,,,,
312,-0.00273726,-0.000925323,0.00252967,0.00288943159841672,3,0,0,,,,
313,-0.00217767,-0.00337338,0.00253739,0.004015213475433156,3,0,0,,,,
314,-0.00120989,-0.00312288,0.00255359,0.00334906155609299,3,0,0,,,,
315,0.00110914,0.00237266,0.00256133,0.0026191042390863333,3,0,0,,,,
316,0.00135111,0.00414312,0.00256135,0.00435785974607949,3,0,0,,,,
317,0.00198879,-0.00315936,0.00258001,0.0037332079065731123,3,0,0,,,,
318,0.00500015,-0.000683361,0.00260642,0.00504663078487232,3,0,0,,,,
319,0.00219662,-0.00213892,0.0026177,0.003065961218084795,3,0,0,,,,
320,0.00161918,-0.00409219,0.00261943,0.0044008820557361,3,0,0,,,,
321,0.0050002,0.00201752,0.00263454,0.005391881581637342,3,0,0,,,,
322,-0.00248683,0.00500009,0.00263474,0.005584373148080275,3,0,0,,,,
323,0.00500005,0.00436426,0.00263805,0.006636811384249216,3,0,0,,,,
324,-0.00243917,0.00337193,0.00264071,0.004161665797946778,3,0,0,,,,
325,-0.0045418,0.00276537,0.00264453,0.005317444731908363,3,0,0,,,,
326,-0.00346551,0.00473385,0.0026484,0.005866778961457471,3,0,0,,,,
327,0.00407022,0.00081936,0.00265525,0.004151872066670649,3,0,0,,,,
328,-0.00307719,-0.00285418,0.002658,0.004197075382751661,3,0,0,,,,
329,-0.00189517,-0.00144794,0.0026584,0.0023849946692812546,3,0,0,,,,
330,-0.0050004,0.00108791,0.00267153,0.00511737709457687,3,0,0,,,,
331,0.00500035,-0.00202722,0.00267968,0.005395657610606884,3,0,0,,,,
332,0.00439112,-0.00500018,0.00269887,0.006654602534096232,3,0,0,,,,
333,-5.948e-05,-0.00168251,0.00269918,0.0016835610385430044,3,0,0,,,,
334,0.00026225,0.00186018,0.00270219,0.0018785751768028874,3,0,0,,,,
335,0.000642969,-0.00429042,0.00270799,0.004338330659523429,3,0,0,,,,
336,0.000234923,-0.000187109,0.00273253,0.00030033080729422346,3,0,0,,,,
337,0.00347893,-0.00334633,0.00274197,0.004827098343083554,3,0,0,,,,
